person_id,name,gender,age,id_card,insurance_type,region,register_date,status,etl_date
P202300658,杨斌,男,49,4.104021975041948e+17,灵活就业,安阳市,2020-01-30,在保,2026-07-02
P202302560,宋秀英,女,66,4.101051958052529e+17,城乡居民,漯河市,2023-01-30,在保,2026-07-02
P202300764,苏霞,女,48,4.101021976060267e+17,城乡居民,信阳市,2021-10-27,停保,2026-07-02
P202300788,罗娟,女,58,4.10102196601129e+17,城镇职工,焦作市,2023-10-18,在保,2026-07-02
P202303287,林磊,男,44,4.1010419801018566e+17,城乡居民,洛阳市,2024-02-11,在保,2026-07-02
P202301184,张俊杰,男,21,4.101042003020553e+17,城镇职工,漯河市,2022-03-05,停保,2026-07-02
P202304511,蔡紫薇,女,28,4.102021996012437e+17,灵活就业,新乡市,2023-06-28,在保,2026-07-02
P202302281,杨伟,男,18,4.101032006051643e+17,城镇职工,平顶山市,2020-11-14,在保,2026-07-02
P202300953,唐俊杰,男,27,4.103021997092755e+17,城乡居民,信阳市,2020-05-10,在保,2026-07-02
P202303544,唐玉兰,女,30,4.101021994040145e+17,城职,商丘市,,在保,2026-07-02
P202301938,魏秀英,女,58,4.1050219660316205e+17,灵活就业,平顶山市,2023-01-07,在保,2026-07-02
P202301544,程婷,女,41,4.1070219831218944e+17,城乡居民,周口市,2023-09-15,在保,2026-07-02
P202302283,曹桂英,女,71,4.101041953041938e+17,城乡居民,信阳市,2022-11-03,在保,2026-07-02
P202301021,贾磊,男,59,4.101021965042802e+17,城镇职工,驻马店市,2022-08-28,退保,2026-07-02
P202301737,李雪,女,31,4.1040219931221843e+17,城乡居民,漯河市,2022-02-26,停保,2026-07-02
P202301282,高秀英,女,47,4.107021977081943e+17,城乡居民,焦作市,2023-01-13,在保,2026-07-02
P202302202,何俊杰,男,46,4.10105197803141e+17,灵活就业,驻马店市,2023-06-27,在保,2026-07-02
P202300071,高敏,女,56,4.102021968022455e+17,城乡居民,新乡市,2021-03-19,在保,2026-07-02
P202300950,阎浩,男,54,4.103021970052167e+17,灵活就业,焦作市,2020-01-24,在保,2026-07-02
P202301232,蒋慧,女,25,4.1050219990208576e+17,城镇职工,南阳市,2024-05-03,在保,2026-07-02
P202300832,许伟,男,33,4.104021991110436e+17,灵活就业,鹤壁市,2023-05-16,在保,2026-07-02
P202303304,杨语嫣,女,31,4.1010419930908256e+17,城乡居民,南阳市,2023-01-30,在保,2026-07-02
P202301935,于国强,男,95,4.101021929011626e+17,城镇职工,漯河市,2022-10-29,在保,2026-07-02
P202303739,卢文博,男,43,4.104021981110877e+17,城镇职工,鹤壁市,2021-02-13,在保,2026-07-02
P202304278,朱雪,女,32,4.101061992080589e+17,城镇职工,安阳市,2022-01-13,在保,2026-07-02
P202304677,张海涛,男,62,4.102021962012373e+17,城乡居民,驻马店市,2020-01-15,在保,2026-07-02
P202301613,于浩然,男,65,4.101021959082461e+17,灵活就业,安阳市,2023-01-08,退保,2026-07-02
P202301222,周欣怡,女,55,4.1030219690701306e+17,灵活就业,南阳市,2021-08-25,在保,2026-07-02
P202300502,彭娟,女,84,4.1050219400607424e+17,城乡居民,南阳市,2022-03-19,在保,2026-07-02
P202303520,曾艳,女,10,4.1070220140208416e+17,城镇职工,南阳市,2021-09-12,退保,2026-07-02
P202301175,谢强,男,36,4.101041988100111e+17,城镇职工,新乡市,2021-10-03,在保,2026-07-02
P202302701,朱丽,女,56,4.1040219680316774e+17,灵活就业,南阳市,2023-04-28,在保,2026-07-02
P202304909,周嘉伟,男,54,4.10702197012024e+17,城镇职工,漯河市,2020-10-11,在保,2026-07-02
P202304392,邓飞,男,64,4.1010419601218285e+17,城镇职工,信阳市,2023-04-26,退保,2026-07-02
P202301331,谢美琳,女,77,4.101051947031148e+17,城乡居民,信阳市,2022-01-11,在保,2026-07-02
P202302343,唐丽,女,58,4.104021966010542e+17,城乡居民,郑州市,2021-06-21,停保,2026-07-02
P202300897,王淑珍,女,46,4.1010519780222835e+17,城镇职工,商丘市,2023-07-01,在保,2026-07-02
P202304972,卢浩,男,48,4.102021976042835e+17,城镇职工,鹤壁市,2024-01-29,停保,2026-07-02
P202304929,苏桂英,女,26,4.101031998121586e+17,城镇职工,许昌市,2020-03-15,在保,2026-07-02
P202302611,马语嫣,女,61,4.107021963020857e+17,城镇职工,郑州市,2023-07-28,在保,2026-07-02
P202304847,董玉兰,女,10,4.10702201407263e+17,城镇职工,南阳市,2021-03-07,在保,2026-07-02
P202301091,贾文博,男,48,4.101021976020297e+17,城镇职工,洛阳市,2021-06-24,在保,2026-07-02
P202301947,赵萍,女,56,4.101021968031183e+17,灵活就业,许昌市,2022-06-30,在保,2026-07-02
P202300945,梁浩然,男,83,4.101021941121047e+17,城乡居民,周口市,2020-10-08,在保,2026-07-02
P202303743,张丽,女,55,4.101041969041257e+17,城乡居民,周口市,2021-04-16,在保,2026-07-02
P202302352,马敏,女,61,4.101051963080648e+17,灵活就业,商丘市,2022-03-06,在保,2026-07-02
P202301627,阎莉,女,41,4.101031983120886e+17,城乡居民,驻马店市,2024-04-27,在保,2026-07-02
P202302589,吕文彬,男,35,4.1050219891103424e+17,城乡居民,焦作市,2021-04-04,在保,2026-07-02
P202303758,董子轩,男,86,4.101051938032815e+17,城镇职工,漯河市,2020-02-18,在保,2026-07-02
P202301438,魏永强,男,78,4.1020219460818886e+17,城乡居民,焦作市,2023-08-11,在保,2026-07-02
P202304754,董鹏,男,42,4.1070219820307776e+17,城镇职工,漯河市,2022-02-11,在保,2026-07-02
P202303670,马文博,男,56,4.1020219680301926e+17,城镇职工,鹤壁市,2020-11-28,在保,2026-07-02
P202302649,郑永强,男,50,4.101041974071362e+17,城镇职工,信阳市,2020-01-11,在保,2026-07-02
P202300234,陈涛,男,38,4.107021986122257e+17,城乡居民,信阳市,2021-03-03,停保,2026-07-02
P202304645,邓波,男,61,4.102021963091576e+17,城镇职工,周口市,2021-01-22,停保,2026-07-02
P202300799,郑芳,女,50,4.1050219741005715e+17,城乡居民,信阳市,2023-08-11,在保,2026-07-02
P202300634,许明,男,42,4.1040219820219546e+17,城镇职工,焦作市,2023-10-28,在保,2026-07-02
P202302315,叶秀兰,女,61,4.101021963030256e+17,城乡居民,商丘市,2024-01-04,停保,2026-07-02
P202300416,袁建华,男,36,4.102021988120478e+17,城乡居民,驻马店市,2022-09-10,在保,2026-07-02
P202302660,程雪,女,59,4.1010319651220064e+17,城镇职工,开封市,2021-05-18,在保,2026-07-02
P202302025,许语嫣,女,0,4.1030220240807334e+17,城镇职工,平顶山市,2021-06-21,在保,2026-07-02
P202302608,黄艳,女,10,4.1010320141022317e+17,灵活就业,开封市,2021-09-13,停保,2026-07-02
P202303894,陈文彬,男,15,4.101032009012235e+17,城乡居民,信阳市,2021-10-22,在保,2026-07-02
P202303494,郑敏,女,40,4.101061984030403e+17,城镇职工,许昌市,2021-04-26,在保,2026-07-02
P202300811,张婷,女,46,4.102021978051231e+17,城镇职工,信阳市,2020-02-27,在保,2026-07-02
P202300018,丁鹏,男,55,4.102021969081746e+17,城镇职工,新乡市,2021-04-05,在保,2026-07-02
P202302534,罗磊,男,33,4.104021991012194e+17,城镇职工,平顶山市,2020-11-08,停保,2026-07-02
P202302463,沈杰,男,58,4.10702196606145e+17,城镇职工,新乡市,2021-01-23,停保,2026-07-02
P202302092,唐斌,男,55,4.101051969032076e+17,城乡居民,南阳市,2021-04-22,在保,2026-07-02
P202302171,,女,67,4.101021957122663e+17,灵活就业,商丘市,2020-12-07,在保,2026-07-02
P202300597,袁军,男,45,4.101031979061866e+17,城镇职工,,2021-09-10,在保,2026-07-02
P202304409,韩海涛,男,59,4.107021965022726e+17,城乡居民,南阳市,2022-01-05,在保,2026-07-02
P202302195,吕嘉伟,男,53,4.102021971041784e+17,城镇职工,,2021-01-16,在保,2026-07-02
P202304398,沈梦瑶,女,32,4.101021992070483e+17,城乡居民,周口市,2020-10-07,停保,2026-07-02
P202301558,杨国强,男,35,4.1010619890804096e+17,城乡居民,鹤壁市,2022-04-12,在保,2026-07-02
P202302245,宋明,男,79,4.104021945122482e+17,城镇职工,许昌市,2021-09-25,在保,2026-07-02
P202304440,许丽,女,59,4.1070219650507706e+17,城乡居民,郑州市,2020-04-25,退保,2026-07-02
P202300372,曾敏,女,58,4.1020219660921606e+17,城镇职工,安阳市,2021-09-03,在保,2026-07-02
P202303719,高婷,女,46,4.1030219780801146e+17,城镇职工,许昌市,2022-08-16,退保,2026-07-02
P202302758,罗娟,女,36,4.103021988102335e+17,灵活就业,郑州市,2021-12-30,在保,2026-07-02
P202303054,罗艳,女,35,4.101051989111188e+17,城乡居民,周口市,2022-08-05,在保,2026-07-02
P202300599,于莉,女,42,4.105021982120818e+17,城乡居民,许昌市,2023-12-28,在保,2026-07-02
P202300677,蒋飞,男,30,4.101041994061555e+17,灵活就业,驻马店市,2021-09-09,在保,2026-07-02
P202300239,胡飞,男,38,4.107021986041656e+17,城镇职工,安阳市,2024-04-12,在保,2026-07-02
P202304013,赵诗涵,女,32,4.102021992110973e+17,城乡,商丘市,2020-02-18,停保,2026-07-02
P202304265,赵慧,女,48,4.103021976120758e+17,城镇职工,鹤壁市,2022-12-19,在保,2026-07-02
P202301213,梁秀兰,女,37,4.101021987050947e+17,城乡居民,洛阳市,2021-06-25,退保,2026-07-02
P202301850,刘宇航,男,57,4.105021967011448e+17,城镇职工,信阳市,2023-09-27,在保,2026-07-02
P202302043,曾磊,男,40,4.1010219840616826e+17,城镇职工,安阳市,2021-08-02,在保,2026-07-02
P202301363,卢芳,女,52,4.1010419720209e+17,灵活就业,鹤壁市,2020-08-15,在保,2026-07-02
P202304370,孙欣怡,女,54,4.107021970011754e+17,城乡居民,南阳市,2022-10-25,在保,2026-07-02
P202303535,叶强,男,87,4.103021937111212e+17,城乡居民,鹤壁市,2022-05-25,在保,2026-07-02
P202303167,陈雪,女,42,4.1010419821011354e+17,城乡居民,周口市,2023-03-08,退保,2026-07-02
P202302805,薛玲,女,48,4.101021976032414e+17,城乡居民,商丘市,2023-09-04,停保,2026-07-02
P202304257,林芳,女,34,4.101061990110376e+17,城镇职工,南阳市,2022-10-20,在保,2026-07-02
P202303863,胡萍,女,49,4.105021975081896e+17,城镇职工,商丘市,2023-09-06,在保,2026-07-02
P202302830,丁涛,男,43,4.101021981022356e+17,城镇职工,新乡市,2023-03-16,在保,2026-07-02
P202302368,张桂英,女,19,4.1010520051208454e+17,灵活就业,漯河市,2022-05-20,在保,2026-07-02
P202301757,马超,男,47,4.105021977091599e+17,城乡居民,许昌市,2023-09-03,在保,2026-07-02
P202304297,马勇,男,31,4.102021993070357e+17,城镇职工,开封市,2022-05-31,在保,2026-07-02
P202304290,何俊杰,男,60,4.101061964080392e+17,灵活就业,焦作市,2020-03-16,在保,2026-07-02
P202302415,卢文博,男,68,4.105021956030109e+17,城镇职工,商丘市,2022-01-16,在保,2026-07-02
P202304009,周天宇,男,41,4.103021983060529e+17,灵活就业,安阳市,2023-01-14,在保,2026-07-02
P202303675,赵军,男,48,4.105021976060522e+17,城镇职工,焦作市,2022-04-04,在保,2026-07-02
P202303558,董浩,男,52,4.1010619720825856e+17,城乡居民,商丘市,2022-10-14,停保,2026-07-02
P202304113,蒋凤英,女,78,4.1030219461019104e+17,城乡居民,焦作市,2022-11-02,在保,2026-07-02
P202300622,韩思琪,女,58,4.10502196611021e+17,城镇职工,商丘市,2021-12-25,退保,2026-07-02
P202302342,徐明,男,57,4.101031967051959e+17,灵活就业,周口市,2020-01-24,在保,2026-07-02
P202303703,丁秀英,女,33,4.1010219910303514e+17,城乡居民,安阳市,2020-06-04,在保,2026-07-02
P202300567,罗欣怡,女,13,4.1040220110521184e+17,城乡居民,漯河市,2020-09-26,退保,2026-07-02
P202301515,黄婷,女,48,4.1050219760219e+17,城乡居民,漯河市,2023-02-01,在保,2026-07-02
P202302521,曾建国,男,53,4.1050219710920704e+17,城镇职工,鹤壁市,2022-07-15,在保,2026-07-02
P202301216,唐浩然,男,72,4.102021952081911e+17,城职,焦作市,2020-10-21,在保,2026-07-02
P202300052,董霞,女,43,4.101061981091664e+17,城乡居民,安阳市,2022-06-19,在保,2026-07-02
P202302211,吴俊杰,男,27,4.1010619970528806e+17,城镇职工,开封市,2022-01-08,在保,2026-07-02
P202300808,何莉,女,41,4.1030219830823955e+17,城乡居民,许昌市,2022-05-03,在保,2026-07-02
P202302703,罗秀兰,女,86,4.101051938012656e+17,城镇职工,鹤壁市,2021-01-25,停保,2026-07-02
P202304184,何玉兰,女,39,4.102021985010611e+17,城镇职工,驻马店市,,在保,2026-07-02
P202300535,薛海涛,男,38,4.1010219861125645e+17,城乡居民,郑州市,2021-09-16,在保,2026-07-02
P202303250,董雨彤,女,16,4.1010620080703686e+17,城镇职工,焦作市,2020-05-17,在保,2026-07-02
P202303962,刘建国,男,84,4.101061940050354e+17,城乡居民,新乡市,2022-05-09,在保,2026-07-02
P202300444,孙海涛,男,48,4.10106197603182e+17,城乡居民,许昌市,2023-07-07,在保,2026-07-02
P202301002,杨雨彤,女,66,4.101061958120542e+17,灵活就业,安阳市,2021-10-26,退保,2026-07-02
P202300196,曾桂英,女,56,4.105021968091672e+17,城乡居民,安阳市,2022-08-30,在保,2026-07-02
P202301421,韩霞,女,59,4.101051965080961e+17,城乡居民,商丘市,2023-11-19,在保,2026-07-02
P202300813,张斌,男,76,4.101061948101592e+17,城乡居民,平顶山市,2022-02-11,在保,2026-07-02
P202301875,彭娜,女,73,4.1010219510101606e+17,城镇职工,安阳市,2020-10-05,在保,2026-07-02
P202304456,傅雨彤,女,55,4.104021969100875e+17,城乡居民,漯河市,2023-09-25,在保,2026-07-02
P202303064,徐丽,女,40,4.101051984112533e+17,城乡居民,南阳市,2023-11-02,在保,2026-07-02
P202304308,赵志强,男,63,4.101021961060831e+17,城乡居民,漯河市,2021-02-28,在保,2026-07-02
P202303271,郭超,男,46,4.107021978031446e+17,城乡居民,周口市,2022-10-28,在保,2026-07-02
P202302610,梁静,女,72,4.1010319521007994e+17,灵活就业,信阳市,2022-11-10,在保,2026-07-02
P202303934,王嘉伟,男,63,4.101021961031617e+17,城镇职工,漯河市,2023-06-25,在保,2026-07-02
P202304191,薛晓红,女,57,4.1010519671011635e+17,城镇职工,平顶山市,2023-07-29,在保,2026-07-02
P202300645,傅丽,女,45,4.10702197901051e+17,城镇职工,南阳市,2024-05-11,在保,2026-07-02
P202302285,吴鹏,男,41,4.103021983122738e+17,城乡居民,南阳市,2024-05-02,在保,2026-07-02
P202303592,徐浩,男,60,4.1030219640209984e+17,城镇职工,焦作市,2021-01-30,停保,2026-07-02
P202302578,周艳,女,67,4.105021957071079e+17,城镇职工,周口市,2022-06-25,在保,2026-07-02
P202304448,卢天宇,男,51,4.101061973070904e+17,城镇职工,洛阳市,2020-08-07,在保,2026-07-02
P202300121,董建国,男,64,4.10702196001248e+17,城镇职工,安阳市,2022-07-27,在保,2026-07-02
P202301269,于紫薇,女,36,4.1030219880524646e+17,城镇职工,周口市,2022-07-11,在保,2026-07-02
P202304614,董萍,女,40,4.101051984022059e+17,城镇职工,南阳市,2022-06-26,在保,2026-07-02
P202304939,王丽,女,67,4.103021957040874e+17,城乡居民,南阳市,2021-07-22,在保,2026-07-02
P202302496,王强,男,64,4.1040219600617805e+17,城镇职工,平顶山市,2022-12-23,停保,2026-07-02
P202302023,韩强,男,74,4.104021950020541e+17,城镇职工,焦作市,2023-08-13,在保,2026-07-02
P202300135,王涛,男,33,4.101051991032526e+17,城镇职工,焦作市,2020-09-02,在保,2026-07-02
P202302790,彭飞,男,53,4.104021971070224e+17,城乡居民,安阳市,2020-01-18,在保,2026-07-02
P202303858,魏艳,女,60,4.101041964041641e+17,城乡居民,郑州市,2021-07-13,在保,2026-07-02
P202304767,高浩然,男,28,4.1030219961015334e+17,城乡居民,焦作市,2022-01-11,在保,2026-07-02
P202300185,卢艳,女,45,4.103021979102103e+17,城乡居民,漯河市,2023-07-08,在保,2026-07-02
P202301361,薛辉,男,49,4.105021975061191e+17,城乡居民,安阳市,2021-11-29,在保,2026-07-02
P202301704,彭建国,男,69,4.1010519551213344e+17,灵活就业,商丘市,2023-12-10,在保,2026-07-02
P202300512,黄明,男,49,4.1020219750106816e+17,城乡居民,周口市,2020-09-02,在保,2026-07-02
P202300878,苏美琳,女,54,4.1010419700222566e+17,城镇职工,郑州市,2023-11-12,在保,2026-07-02
P202300063,赵天宇,男,30,4.107021994022658e+17,城乡居民,焦作市,2022-12-27,在保,2026-07-02
P202304787,王娟,女,63,4.1010419610901235e+17,城镇职工,南阳市,2022-12-07,停保,2026-07-02
P202302723,傅浩然,男,30,4.1010519940316896e+17,城镇职工,南阳市,2023-08-27,在保,2026-07-02
P202303788,何明,男,34,4.1040219900901274e+17,灵活就业,郑州市,2021-08-22,在保,2026-07-02
P202302576,何建华,男,29,4.10105199510042e+17,城镇职工,商丘市,2020-12-22,在保,2026-07-02
P202300777,罗萍,女,36,4.107021988062369e+17,城乡居民,平顶山市,2021-09-11,在保,2026-07-02
P202300252,李梦瑶,女,66,4.1040219580808365e+17,城镇职工,南阳市,2022-06-03,在保,2026-07-02
P202302395,薛子轩,男,48,4.1010419760506675e+17,城镇职工,新乡市,2022-04-15,在保,2026-07-02
P202300860,丁秀英,女,61,4.1010419630407546e+17,城镇职工,许昌市,2022-02-05,在保,2026-07-02
P202303761,袁磊,男,55,4.101021969060196e+17,灵活就业,许昌市,2020-09-25,在保,2026-07-02
P202302657,董伟,男,30,4.101031994101097e+17,城乡居民,新乡市,2023-10-19,在保,2026-07-02
P202303389,彭晓红,女,65,4.1010419590814234e+17,城镇职工,安阳市,2020-09-22,在保,2026-07-02
P202300123,陈勇,男,75,4.1070219490923334e+17,城镇职工,周口市,2022-12-22,在保,2026-07-02
P202303711,丁雪,女,24,4.104022000081449e+17,灵活就业,漯河市,2022-01-29,停保,2026-07-02
P202301169,冯强,男,60,4.101031964052056e+17,城乡居民,洛阳市,,在保,2026-07-02
P202301942,丁辉,男,42,4.105021982090756e+17,灵活就业,开封市,2021-10-13,在保,2026-07-02
P202303808,谢凤英,女,14,4.104022010111577e+17,城乡居民,漯河市,2022-02-01,在保,2026-07-02
P202300568,吕浩然,男,31,4.104021993082851e+17,城镇职工,平顶山市,2020-01-12,在保,2026-07-02
P202302371,吕伟,男,47,4.1040219770921517e+17,城乡居民,焦作市,2021-03-22,在保,2026-07-02
P202303251,刘永强,男,60,4.101031964081875e+17,城乡居民,郑州市,2024-01-27,在保,2026-07-02
P202301534,蒋雪,女,47,4.1010619770803994e+17,城镇职工,周口市,2022-04-26,在保,2026-07-02
P202304215,韩辉,男,50,4.1050219740828755e+17,城镇职工,鹤壁市,2021-09-07,在保,2026-07-02
P202304986,许娟,女,79,4.101021945102437e+17,城乡居民,许昌市,2020-06-08,在保,2026-07-02
P202301894,陈晨曦,男,48,4.101021976111806e+17,城乡居民,周口市,2022-03-03,退保,2026-07-02
P202301492,卢永强,男,95,4.101021929112771e+17,城乡居民,信阳市,2020-03-27,在保,2026-07-02
P202304771,高玲,女,50,4.101061974060414e+17,城乡居民,洛阳市,2023-02-28,停保,2026-07-02
P202304201,陈丽,女,54,4.1010619700425965e+17,城乡居民,焦作市,2021-04-20,停保,2026-07-02
P202300721,沈婷,女,55,4.101061969012348e+17,灵活就业,郑州市,2021-10-10,在保,2026-07-02
P202302765,胡秀英,女,54,4.101031970020524e+17,城乡居民,周口市,2020-02-29,在保,2026-07-02
P202302078,梁诗涵,女,71,4.1010319531026854e+17,城镇职工,漯河市,2021-01-09,停保,2026-07-02
P202301457,周宇航,男,63,4.101051961020638e+17,城乡居民,开封市,2023-03-17,在保,2026-07-02
P202304358,于浩然,男,44,4.107021980060144e+17,灵活就业,平顶山市,2021-10-24,在保,2026-07-02
P202303261,袁淑珍,女,45,4.1010219791112454e+17,城镇职工,安阳市,2021-11-08,在保,2026-07-02
P202300603,罗莉,女,65,4.1010619590723936e+17,城乡居民,洛阳市,2023-04-08,在保,2026-07-02
P202302100,薛玲,女,64,,城乡居民,鹤壁市,2022-06-10,在保,2026-07-02
P202301570,郭俊杰,男,40,4.105021984022547e+17,城乡居民,平顶山市,2022-01-25,在保,2026-07-02
P202301102,彭辉,男,0,4.104022024091411e+17,城乡居民,商丘市,2021-05-24,退保,2026-07-02
P202303526,彭静,女,28,4.1070219960527834e+17,城乡居民,郑州市,2020-06-30,在保,2026-07-02
P202300319,邓斌,男,55,4.102021969082409e+17,城乡居民,洛阳市,2022-11-01,在保,2026-07-02
P202304498,韩文博,男,69,4.101041955060888e+17,灵活就业,驻马店市,2022-09-26,在保,2026-07-02
P202301294,徐浩,男,65,4.101051959031696e+17,城镇职工,焦作市,2020-09-28,在保,2026-07-02
P202300275,邓梦瑶,女,32,4.10302199210136e+17,城镇职工,焦作市,2021-12-21,在保,2026-07-02
P202302963,吕永强,男,40,4.1010519840318374e+17,城镇职工,焦作市,2023-02-05,在保,2026-07-02
P202300550,傅辉,男,39,4.102021985072214e+17,城镇职工,许昌市,2022-02-21,在保,2026-07-02
P202302224,王超,男,46,4.101021978042522e+17,灵活就业,郑州市,2020-02-12,在保,2026-07-02
P202303902,苏雨彤,女,47,4.104021977022409e+17,城乡居民,郑州市,2023-09-30,在保,2026-07-02
P202304943,魏明,男,51,4.104021973030626e+17,城镇职工,漯河市,2021-10-16,停保,2026-07-02
P202304550,林文彬,男,45,4.101051979092277e+17,城镇职工,驻马店市,2022-03-10,在保,2026-07-02
P202300606,蒋杰,男,83,4.101051941091386e+17,城乡居民,鹤壁市,2022-05-04,在保,2026-07-02
P202302260,曹勇,男,53,4.105021971070206e+17,城镇职工,开封市,2020-05-07,退保,2026-07-02
P202300528,梁雪,女,50,4.1020219740614784e+17,灵活就业,鹤壁市,,在保,2026-07-02
P202302516,谢诗涵,女,55,4.101061969072056e+17,城镇职工,鹤壁市,2020-02-17,停保,2026-07-02
P202304967,徐建国,男,33,4.1010519910924806e+17,灵活就业,新乡市,2022-10-21,停保,2026-07-02
P202302457,孙辉,男,39,4.1010519850419334e+17,城镇职工,信阳市,2023-03-07,在保,2026-07-02
P202303846,曾秀英,女,64,4.1010419601225946e+17,城镇职工,商丘市,2020-04-25,在保,2026-07-02
P202304955,罗天宇,男,55,4.1010219690318406e+17,城镇职工,开封市,2020-10-22,在保,2026-07-02
P202301874,朱秀兰,女,64,4.1030219601221126e+17,城镇职工,驻马店市,2023-04-01,在保,2026-07-02
P202303215,冯国强,男,63,4.102021961031834e+17,城乡居民,许昌市,2021-01-18,在保,2026-07-02
P202300299,朱秀英,女,64,4.101041960021975e+17,灵活就业,焦作市,2022-05-29,在保,2026-07-02
P202301136,郭宇航,男,67,4.1010619570703936e+17,城乡居民,南阳市,2022-08-24,在保,2026-07-02
P202302586,曹晓红,女,38,4.101061986021149e+17,城乡居民,开封市,2023-08-05,在保,2026-07-02
P202301878,曹紫薇,女,46,4.105021978011946e+17,城镇职工,平顶山市,2021-10-15,退保,2026-07-02
P202304773,马艳,女,61,4.1010319631106086e+17,灵活就业,安阳市,2023-12-31,在保,2026-07-02
P202304995,谢佳慧,女,38,4.101031986062454e+17,城镇职工,信阳市,2023-01-30,在保,2026-07-02
P202304075,吴丽,女,41,4.1020219830225856e+17,灵活就业,商丘市,2020-01-04,在保,2026-07-02
P202301616,唐霞,女,95,4.101051929010897e+17,城镇职工,新乡市,2022-03-24,在保,2026-07-02
P202304949,萧文彬,男,43,4.1010419810721395e+17,灵活就业,周口市,2023-10-11,在保,2026-07-02
P202300151,李玉兰,女,54,4.10105197006255e+17,城镇职工,新乡市,2020-10-08,在保,2026-07-02
P202300757,何萍,女,58,4.1010619660911443e+17,城乡居民,焦作市,2024-02-18,退保,2026-07-02
P202301053,黄佳慧,女,58,4.103021966051774e+17,灵活就业,信阳市,2020-09-14,在保,2026-07-02
P202302520,董莉,女,34,4.101061990022181e+17,城镇职工,南阳市,2022-10-13,在保,2026-07-02
P202304256,吕娟,女,68,4.1010419560712154e+17,城乡居民,驻马店市,2020-11-20,在保,2026-07-02
P202301484,罗辉,男,42,4.101061982010167e+17,城镇职工,洛阳市,2022-01-24,在保,2026-07-02
P202301116,罗志强,男,56,4.101061968011504e+17,城镇职工,安阳市,2023-04-29,在保,2026-07-02
P202303066,薛鹏,男,55,4.101051969071101e+17,城乡居民,许昌市,2021-02-19,在保,2026-07-02
P202302255,阎艳,女,27,4.101031997090547e+17,城乡,郑州市,2023-10-01,在保,2026-07-02
P202300377,马军,男,65,4.101061959122657e+17,城乡居民,商丘市,2021-11-18,在保,2026-07-02
P202302104,薛玲,女,70,4.101031954101474e+17,城乡,新乡市,2021-08-29,在保,2026-07-02
P202304223,陈欣怡,女,49,4.103021975021645e+17,城乡居民,焦作市,2023-02-16,在保,2026-07-02
P202302340,叶军,男,38,4.102021986122668e+17,城乡居民,开封市,2024-03-30,停保,2026-07-02
P202303945,于雨彤,女,42,4.1070219820707366e+17,城镇职工,商丘市,2022-08-16,停保,2026-07-02
P202300379,黄慧,女,89,4.107021935102007e+17,城镇职工,漯河市,2021-02-02,在保,2026-07-02
P202302776,周嘉伟,男,44,4.103021980080869e+17,城乡居民,开封市,2024-04-06,在保,2026-07-02
P202304136,韩佳慧,女,43,4.1050219810321043e+17,城乡居民,南阳市,2023-06-24,在保,2026-07-02
P202304421,薛思琪,女,74,4.104021950122084e+17,城乡居民,平顶山市,2023-03-30,在保,2026-07-02
P202300908,沈凤英,女,63,4.10105196105288e+17,灵活就业,洛阳市,2022-01-06,在保,2026-07-02
P202301371,朱浩,男,46,4.101061978060165e+17,城镇职工,驻马店市,2021-09-29,在保,2026-07-02
P202301955,张婷,女,39,4.101061985020356e+17,城乡居民,商丘市,2023-06-10,停保,2026-07-02
P202301722,孙晨曦,男,45,4.1010419790410797e+17,城镇职工,平顶山市,2022-05-30,在保,2026-07-02
P202303314,胡芳,女,31,4.1050219930310976e+17,城乡居民,新乡市,2024-02-01,在保,2026-07-02
P202303056,邓文博,男,34,4.101021990032094e+17,城乡居民,郑州市,2024-04-11,在保,2026-07-02
P202301870,贾国强,男,42,4.107021982091532e+17,城镇职工,南阳市,2023-03-07,在保,2026-07-02
P202303916,程明,男,48,4.101051976042832e+17,城镇职工,南阳市,2023-07-15,在保,2026-07-02
P202304635,谢磊,男,37,4.101021987020114e+17,城乡居民,新乡市,2021-03-10,在保,2026-07-02
P202300795,谢梦瑶,女,30,4.10104199409148e+17,城乡居民,开封市,2022-05-28,在保,2026-07-02
P202302553,郭文彬,男,83,4.1010219410207744e+17,城乡居民,南阳市,2023-02-08,在保,2026-07-02
P202300842,胡杰,男,62,4.10103196211211e+17,城镇职工,信阳市,2022-06-03,在保,2026-07-02
P202303338,沈志强,男,150,4.105021977061886e+17,城镇职工,商丘市,2022-02-04,在保,2026-07-02
P202301703,王嘉伟,男,61,4.101021963011911e+17,城镇职工,平顶山市,2022-04-29,在保,2026-07-02
P202300176,何浩然,男,64,4.1040219600420294e+17,城镇职工,新乡市,2020-09-08,在保,2026-07-02
P202301809,杨艳,女,21,4.104022003022099e+17,城乡居民,开封市,2022-03-25,在保,2026-07-02
P202302793,刘文博,男,42,4.101031982040829e+17,城乡居民,郑州市,2020-07-24,在保,2026-07-02
P202303671,赵浩,男,68,4.1010219560302637e+17,城镇职工,商丘市,2021-09-11,在保,2026-07-02
P202300046,董思琪,女,37,4.1040219871206675e+17,城镇职工,安阳市,2022-11-21,在保,2026-07-02
P202302808,苏永强,男,35,4.1010419890517235e+17,城镇职工,周口市,2022-03-23,退保,2026-07-02
P202302459,魏凤英,女,58,4.101031966111765e+17,城镇职工,驻马店市,2022-03-25,在保,2026-07-02
