person_id,name,gender,age,id_card,insurance_type,region,register_date,status,name_mask,id_card_mask,person_id_mask
P202302656,卢梦瑶,女,65,410502195902103424,城乡居民,安阳市,2022-06-22,在保,卢**,4105****3424,P2023****6
P202303425,罗国强,男,18,410105200608132672,城乡居民,安阳市,2022-07-30,在保,罗**,4101****2672,P2023****5
P202303009,朱娟,女,69,410502195505047744,城镇职工,信阳市,2024-04-13,在保,朱*,4105****7744,P2023****9
P202300791,董宇航,男,57,410103196702266240,城乡,平顶山市,2020-07-27,在保,董**,4101****6240,P2023****1
P202304836,韩雨彤,女,51,410105197301183872,城乡居民,平顶山市,2021-08-30,在保,韩**,4101****3872,P2023****6
P202300462,郑莉,女,50,410702197402141376,城乡居民,信阳市,2024-04-17,在保,郑*,4107****1376,P2023****2
P202304447,赵雪,女,34,410302199011196544,城镇职工,漯河市,2023-06-04,在保,赵*,4103****6544,P2023****7
P202300552,曾建华,男,47,410105197703107072,城乡居民,漯河市,2020-10-03,在保,曾**,4101****7072,P2023****2
P202302403,薛强,男,40,410104198410173952,灵活就业,开封市,2022-04-21,在保,薛*,4101****3952,P2023****3
P202304182,吕紫薇,女,40,410105198404289536,城镇职工,开封市,2020-09-29,在保,吕**,4101****9536,P2023****2
P202300199,张国强,男,51,410103197304014528,灵活就业,南阳市,2020-11-06,在保,张**,4101****4528,P2023****9
P202302641,梁宇航,男,82,410102194209106944,灵活就业,新乡市,2024-03-03,在保,梁**,4101****6944,P2023****1
P202302835,朱涛,男,45,410402197904144640,灵活就业,信阳市,2023-11-19,在保,朱*,4104****4640,P2023****5
P202300403,刘婷,女,50,410302197407272384,城镇职工,信阳市,2022-06-28,在保,刘*,4103****2384,P2023****3
P202303339,薛霞,女,59,410103196504207872,城镇职工,漯河市,2023-03-25,退保,薛*,4101****7872,P2023****9
P202302178,贾佳慧,女,53,410402197104137728,城乡居民,开封市,2022-06-19,在保,贾**,4104****7728,P2023****8
P202304813,阎霞,女,61,410202196302050624,城镇职工,周口市,2020-02-17,在保,阎*,4102****0624,P2023****3
P202302074,杨晨曦,男,53,410105197112195712,城镇职工,鹤壁市,2022-09-25,在保,杨**,4101****5712,P2023****4
P202301731,程浩然,男,45,410102197911285248,城镇职工,周口市,2022-03-11,停保,程**,4101****5248,P2023****1
P202304508,许鹏,男,54,410106197001131648,城镇职工,开封市,2022-10-23,在保,许*,4101****1648,P2023****8
P202300651,刘海涛,男,83,410105194107093440,城镇职工,平顶山市,2024-04-02,在保,刘**,4101****3440,P2023****1
P202300709,陈超,男,12,410202201204208640,灵活就业,洛阳市,2021-04-21,在保,陈*,4102****8640,P2023****9
P202304590,董语嫣,女,30,410402199402126592,城乡居民,许昌市,2021-04-03,在保,董**,4104****6592,P2023****0
P202304459,梁丽,女,22,410106200202243264,城乡居民,新乡市,2020-06-01,在保,梁*,4101****3264,P2023****9
P202303323,杨鹏,男,22,410106200209021696,城乡居民,驻马店市,2023-05-18,在保,杨*,4101****1696,P2023****3
P202301898,孙霞,女,78,410202194605094400,城镇职工,鹤壁市,2022-12-24,在保,孙*,4102****4400,P2023****8
P202301833,曹芳,女,67,410502195701112064,城镇职工,周口市,2022-04-04,在保,曹*,4105****2064,P2023****3
P202300315,梁秀英,女,73,410102195106072960,城乡居民,平顶山市,2021-09-14,在保,梁**,4101****2960,P2023****5
P202301243,陈涛,男,39,410502198503242752,城乡居民,开封市,2022-06-27,在保,陈*,4105****2752,P2023****3
P202304520,贾萍,女,33,410106199106145664,灵活就业,焦作市,2020-03-05,在保,贾*,4101****5664,P2023****0
P202300114,曾欣怡,女,94,410302193011048512,城乡居民,周口市,2022-04-15,停保,曾**,4103****8512,P2023****4
P202300961,苏雨彤,女,61,410202196310226624,城乡居民,周口市,2020-12-01,在保,苏**,4102****6624,P2023****1
P202303908,萧紫薇,女,24,410104200003222080,城乡居民,郑州市,2021-05-30,在保,萧**,4101****2080,P2023****8
P202302743,许建华,男,50,410103197405174400,城镇职工,郑州市,2023-08-27,在保,许**,4101****4400,P2023****3
P202301685,谢思琪,女,28,410106199603265920,城镇职工,许昌市,2020-03-26,在保,谢**,4101****5920,P2023****5
P202304102,程凤英,女,35,410302198907182976,城镇职工,漯河市,2020-04-15,在保,程**,4103****2976,P2023****2
P202302660,程雪,女,59,410103196512200640,城镇职工,开封市,2021-05-18,在保,程*,4101****0640,P2023****0
P202301633,罗欣怡,女,38,410102198601103360,城镇职工,许昌市,2020-07-09,停保,罗**,4101****3360,P2023****3
P202303260,邓婷,女,75,410106194910200384,城镇职工,郑州市,2021-03-09,退保,邓*,4101****0384,P2023****0
P202304708,苏桂英,女,41,410103198305085440,城乡居民,焦作市,2023-10-31,在保,苏**,4101****5440,P2023****8
P202303483,黄超,男,43,410104198108202624,城乡居民,信阳市,2022-06-14,退保,黄*,4101****2624,P2023****3
P202304574,周敏,女,39,410104198507125184,城镇职工,周口市,2022-08-20,退保,周*,4101****5184,P2023****4
P202301880,苏杰,男,35,410202198912100544,城乡居民,南阳市,2023-07-19,在保,苏*,4102****0544,P2023****0
P202304122,刘子轩,男,47,410102197708256192,城镇职工,开封市,2023-04-11,在保,刘**,4101****6192,P2023****2
P202302006,徐斌,男,53,410106197106102208,城乡居民,信阳市,2023-03-06,在保,徐*,4101****2208,P2023****6
P202300327,蔡梦瑶,女,70,410103195410192640,灵活就业,郑州市,2020-05-12,在保,蔡**,4101****2640,P2023****7
P202300605,李娟,女,57,410702196707213248,城镇职工,南阳市,2022-02-20,在保,李*,4107****3248,P2023****5
P202304234,沈美琳,女,59,410104196512149440,灵活就业,驻马店市,2020-08-22,在保,沈**,4101****9440,P2023****4
P202303078,宋淑珍,女,59,410103196510201600,城镇职工,鹤壁市,2022-02-01,停保,宋**,4101****1600,P2023****8
P202302631,傅秀兰,女,55,410106196912211328,城乡居民,郑州市,2020-12-24,在保,傅**,4101****1328,P2023****1
P202304367,魏佳慧,女,40,410202198401203584,城乡居民,漯河市,2023-03-14,在保,魏**,4102****3584,P2023****7
P202304692,王勇,男,54,410106197009160832,灵活就业,鹤壁市,2021-04-10,在保,王*,4101****0832,P2023****2
P202303249,程俊杰,男,54,410106197004084352,城镇职工,周口市,2022-02-02,在保,程**,4101****4352,P2023****9
P202304973,朱天宇,男,31,410502199311193728,城乡居民,洛阳市,2024-02-06,停保,朱**,4105****3728,P2023****3
P202303393,王霞,女,48,410105197604221248,城镇职工,漯河市,2022-11-19,在保,王*,4101****1248,P2023****3
P202301472,曹波,男,39,410502198505081920,城镇职工,周口市,2024-01-22,在保,曹*,4105****1920,P2023****2
P202301774,吕美琳,女,53,410302197108248640,城镇职工,洛阳市,2021-05-02,在保,吕**,4103****8640,P2023****4
P202302785,高诗涵,女,41,410104198302195648,城乡居民,南阳市,2023-03-07,停保,高**,4101****5648,P2023****5
P202300790,阎娜,女,20,410502200405058752,城乡居民,周口市,2023-10-03,在保,阎*,4105****8752,P2023****0
P202302355,杨俊杰,男,71,410702195310191936,城乡居民,安阳市,2023-11-29,在保,杨**,4107****1936,P2023****5
P202302926,沈欣怡,女,54,410202197004104512,城镇职工,驻马店市,2021-05-05,在保,沈**,4102****4512,P2023****6
P202301546,郭语嫣,女,58,410502196604119488,城镇职工,漯河市,2021-05-05,在保,郭**,4105****9488,P2023****6
P202300872,唐明,男,35,410105198908085312,城镇职工,平顶山市,2023-02-05,在保,唐*,4101****5312,P2023****2
P202304393,宋建国,男,55,410202196904150720,城乡居民,南阳市,2024-04-26,在保,宋**,4102****0720,P2023****3
P202301372,高思琪,女,80,410103194409246272,城镇职工,开封市,2020-05-24,停保,高**,4101****6272,P2023****2
P202303079,梁明,男,54,410102197008255296,城乡居民,周口市,2020-07-05,在保,梁*,4101****5296,P2023****9
P202300074,赵语嫣,女,78,410106194608164544,城镇职工,开封市,2020-04-15,在保,赵**,4101****4544,P2023****4
P202301816,吴文彬,男,33,410104199101278400,城镇职工,新乡市,2023-12-05,在保,吴**,4101****8400,P2023****6
P202304404,沈文彬,男,56,410302196809288192,城乡居民,安阳市,2021-10-21,在保,沈**,4103****8192,P2023****4
P202302265,邓桂英,女,62,410102196211040768,灵活就业,信阳市,2021-11-28,在保,邓**,4101****0768,P2023****5
P202303995,曹波,男,12,410103201210035840,城镇职工,鹤壁市,2022-05-20,在保,曹*,4101****5840,P2023****5
P202302012,胡艳,女,36,410103198805026624,城乡居民,漯河市,2024-04-12,在保,胡*,4101****6624,P2023****2
P202304621,郭伟,男,41,410502198303107712,城乡居民,安阳市,2023-06-01,在保,郭*,4105****7712,P2023****1
P202303883,袁嘉伟,男,16,410103200806033216,城乡居民,许昌市,2022-10-06,在保,袁**,4101****3216,P2023****3
P202302288,赵志强,男,45,410105197909017920,城镇职工,漯河市,2022-06-24,在保,赵**,4101****7920,P2023****8
P202302944,薛娟,女,46,410502197807137664,城镇职工,洛阳市,2021-12-09,在保,薛*,4105****7664,P2023****4
P202303826,蔡宇航,男,71,410202195312246912,灵活就业,鹤壁市,2020-01-19,在保,蔡**,4102****6912,P2023****6
P202300495,薛雨彤,女,77,410105194703131072,城乡居民,洛阳市,2022-08-27,在保,薛**,4101****1072,P2023****5
P202303195,周丽,女,22,410105200206233344,城乡居民,商丘市,2024-02-05,在保,周*,4101****3344,P2023****5
P202302233,冯秀兰,女,14,410202201007196224,城镇职工,安阳市,2021-08-03,在保,冯**,4102****6224,P2023****3
P202304911,马凤英,女,40,410102198411182144,城镇职工,信阳市,2020-09-27,在保,马**,4101****2144,P2023****1
P202301165,许凤英,女,68,410702195609091648,城镇职工,信阳市,2024-03-07,退保,许**,4107****1648,P2023****5
P202303293,胡海涛,男,72,410402195208217280,城镇职工,郑州市,2021-06-05,在保,胡**,4104****7280,P2023****3
P202302365,唐建华,男,38,410103198606223040,灵活就业,驻马店市,2022-02-02,在保,唐**,4101****3040,P2023****5
P202303639,阎强,男,47,410702197704027136,城乡居民,漯河市,2021-06-04,在保,阎*,4107****7136,P2023****9
P202302222,郭凤英,女,38,410102198609061184,灵活就业,周口市,2022-12-16,在保,郭**,4101****1184,P2023****2
P202304263,梁波,男,63,410502196108260288,城乡居民,信阳市,2022-12-02,停保,梁*,4105****0288,P2023****3
P202300619,阎淑珍,女,58,410402196612211712,城镇职工,周口市,2024-02-12,在保,阎**,4104****1712,P2023****9
P202304344,唐俊杰,男,68,410105195602169920,城乡居民,焦作市,2020-08-20,在保,唐**,4101****9920,P2023****4
P202304471,张鹏,男,55,410103196906242496,城职,许昌市,2020-08-18,在保,张*,4101****2496,P2023****1
P202304822,邓晓红,女,46,410502197801228672,城镇职工,焦作市,2022-09-14,在保,邓**,4105****8672,P2023****2
P202304521,赵晓红,女,41,410105198311045440,城镇职工,周口市,2023-02-01,在保,赵**,4101****5440,P2023****1
P202302115,阎敏,女,63,410103196104056768,城镇职工,平顶山市,2020-11-17,在保,阎*,4101****6768,P2023****5
P202303479,黄永强,男,70,410105195404272512,灵活就业,平顶山市,2023-04-04,停保,黄**,4101****2512,P2023****9
P202300870,薛诗涵,女,86,410106193804236160,城乡居民,鹤壁市,2024-03-20,在保,薛**,4101****6160,P2023****0
P202303810,卢静,女,64,410106196006119488,城乡居民,洛阳市,2022-10-02,在保,卢*,4101****9488,P2023****0
P202301043,吕海涛,男,69,410105195512275712,城镇职工,开封市,2020-08-03,在保,吕**,4101****5712,P2023****3
P202301406,孙雪,女,36,410202198802286976,城镇职工,周口市,2022-02-05,在保,孙*,4102****6976,P2023****6
P202300357,胡诗涵,女,49,410702197505119296,城乡居民,洛阳市,2022-03-05,在保,胡**,4107****9296,P2023****7
P202301163,蒋鹏,男,24,410202200001207744,城镇职工,漯河市,2021-06-21,在保,蒋*,4102****7744,P2023****3
P202302821,杨国强,男,44,410105198009287040,城乡居民,商丘市,2023-04-04,停保,杨**,4101****7040,P2023****1
P202301936,傅雨彤,女,22,410106200204266624,城镇职工,平顶山市,2023-03-08,在保,傅**,4101****6624,P2023****6
P202304005,梁莉,女,25,410202199901072064,城乡居民,周口市,2020-04-10,在保,梁*,4102****2064,P2023****5
P202303889,赵斌,男,52,410202197212101696,城乡居民,漯河市,2024-03-05,在保,赵*,4102****1696,P2023****9
P202303596,胡晓红,女,70,410104195412195136,城镇职工,漯河市,2022-05-16,在保,胡**,4101****5136,P2023****6
P202303617,黄淑珍,女,32,410106199204159488,城乡居民,郑州市,2023-08-03,在保,黄**,4101****9488,P2023****7
P202303713,吕浩,男,55,410104196901095168,城乡居民,新乡市,2020-03-20,在保,吕*,4101****5168,P2023****3
P202303803,孙秀兰,女,28,410106199611191744,城镇职工,商丘市,2020-11-25,在保,孙**,4101****1744,P2023****3
P202302908,吴斌,男,29,410702199505111552,灵活就业,南阳市,2021-09-20,在保,吴*,4107****1552,P2023****8
P202300333,彭娟,女,51,410106197301264832,城镇职工,焦作市,2024-04-19,在保,彭*,4101****4832,P2023****3
P202301341,朱浩然,男,52,410104197208048576,城镇职工,郑州市,2022-06-28,停保,朱**,4101****8576,P2023****1
P202303063,邓辉,男,48,410702197604073408,城镇职工,驻马店市,2024-02-18,在保,邓*,4107****3408,P2023****3
P202302930,邓晨曦,男,67,410502195701257792,城镇职工,驻马店市,2021-03-23,在保,邓**,4105****7792,P2023****0
P202301259,刘秀英,女,37,410104198706154048,城镇职工,信阳市,2020-01-02,在保,刘**,4101****4048,P2023****9
P202303741,郭欣怡,女,37,410103198709098688,城镇职工,焦作市,2021-03-05,在保,郭**,4101****8688,P2023****1
P202304307,卢婷,女,38,410104198601070784,城镇职工,洛阳市,2023-12-31,在保,卢*,4101****0784,P2023****7
P202301117,罗芳,女,93,410102193101091392,城镇职工,漯河市,2021-08-03,在保,罗*,4101****1392,P2023****7
P202301919,萧语嫣,女,46,410402197807017088,城镇职工,新乡市,2020-09-16,在保,萧**,4104****7088,P2023****9
P202303625,萧芳,女,84,410302194006015872,城乡居民,南阳市,2021-01-03,停保,萧*,4103****5872,P2023****5
P202303876,苏文彬,男,71,410102195302256896,城乡居民,开封市,2020-02-26,在保,苏**,4101****6896,P2023****6
P202302601,马强,男,16,410502200812090880,城乡居民,洛阳市,2022-06-08,在保,马*,4105****0880,P2023****1
P202303332,杨海涛,男,22,410102200206259136,灵活就业,鹤壁市,2020-03-04,退保,杨**,4101****9136,P2023****2
P202301422,周思琪,女,69,410103195511041152,城乡居民,漯河市,2022-09-27,在保,周**,4101****1152,P2023****2
P202300446,卢紫薇,女,62,410302196204256064,城镇职工,开封市,2022-08-09,在保,卢**,4103****6064,P2023****6
P202302289,罗建国,男,39,410402198511063936,城乡居民,开封市,2023-02-26,在保,罗**,4104****3936,P2023****9
P202300453,朱静,女,32,410202199210238336,城镇职工,商丘市,2021-04-16,在保,朱*,4102****8336,P2023****3
P202303868,薛诗涵,女,79,410105194511107328,城镇职工,漯河市,2023-01-11,在保,薛**,4101****7328,P2023****8
P202304479,郭欣怡,女,24,410106200005241408,城镇职工,漯河市,2021-06-17,在保,郭**,4101****1408,P2023****9
P202303015,程强,男,39,410702198506275904,城乡居民,平顶山市,2022-09-04,在保,程*,4107****5904,P2023****5
P202300015,许浩然,男,18,410102200610115008,灵活就业,洛阳市,2022-01-13,停保,许**,4101****5008,P2023****5
P202302999,黄飞,男,56,410103196810086528,灵活就业,许昌市,2020-10-10,在保,黄*,4101****6528,P2023****9
P202300946,马美琳,女,30,410105199412077504,城镇职工,焦作市,2024-01-26,停保,马**,4101****7504,P2023****6
P202300248,高涛,男,38,410702198608090496,灵活就业,商丘市,2021-07-28,停保,高*,4107****0496,P2023****8
P202304335,高军,男,58,410106196601189760,城镇职工,新乡市,2020-08-03,在保,高*,4101****9760,P2023****5
P202300361,张淑珍,女,59,410202196512080512,灵活就业,漯河市,2021-07-04,停保,张**,4102****0512,P2023****1
P202304704,曾斌,男,60,410202196407041408,城乡居民,平顶山市,2022-02-22,在保,曾*,4102****1408,P2023****4
P202301596,唐莉,女,31,410302199304102528,城镇职工,平顶山市,2020-12-03,在保,唐*,4103****2528,P2023****6
P202304581,唐鹏,男,53,410103197111170816,城乡居民,安阳市,2021-06-21,在保,唐*,4101****0816,P2023****1
P202302348,蔡子轩,男,34,410102199008148928,城镇职工,南阳市,2021-07-30,在保,蔡**,4101****8928,P2023****8
P202304413,刘秀英,女,30,410502199401234816,灵活就业,焦作市,2024-02-21,在保,刘**,4105****4816,P2023****3
P202303549,董紫薇,女,29,410702199508076032,城乡居民,许昌市,2020-11-03,在保,董**,4107****6032,P2023****9
P202302053,叶文彬,男,38,410106198605194624,城镇职工,新乡市,2023-03-23,停保,叶**,4101****4624,P2023****3
P202303561,宋美琳,女,54,410106197009273152,城镇职工,许昌市,2024-02-18,在保,宋**,4101****3152,P2023****1
P202301384,梁俊杰,男,39,410103198511133184,城镇职工,信阳市,2023-08-02,在保,梁**,4101****3184,P2023****4
P202304935,薛杰,男,41,410202198308039360,城镇职工,平顶山市,2022-02-23,退保,薛*,4102****9360,P2023****5
P202304852,程静,女,95,未知,城镇职工,驻马店市,2020-08-04,在保,程*,未知,P2023****2
P202300491,蔡婷,女,49,410402197502136256,城乡居民,信阳市,2023-07-17,退保,蔡*,4104****6256,P2023****1
P202300863,蒋萍,女,77,410502194707259008,城镇职工,焦作市,2022-10-18,在保,蒋*,4105****9008,P2023****3
P202301804,郑思琪,女,22,410202200211173632,城镇职工,新乡市,2023-07-29,在保,郑**,4102****3632,P2023****4
P202303407,沈永强,男,62,410105196210202624,灵活就业,焦作市,2023-05-06,在保,沈**,4101****2624,P2023****7
P202301946,魏芳,女,43,410702198102081024,城乡居民,洛阳市,2022-08-05,在保,魏*,4107****1024,P2023****6
P202304648,冯浩,男,49,410102197502033792,城镇职工,鹤壁市,2020-10-04,在保,冯*,4101****3792,P2023****8
P202303655,朱勇,男,52,410702197204124608,城乡居民,新乡市,2022-12-18,在保,朱*,4107****4608,P2023****5
P202300507,朱桂英,女,39,410402198506157120,城镇职工,焦作市,2020-06-13,在保,朱**,4104****7120,P2023****7
P202304163,王明,男,45,410106197912143808,城镇职工,商丘市,2021-12-25,在保,王*,4101****3808,P2023****3
P202300026,马涛,男,51,410702197312180608,灵活就业,郑州市,2020-04-12,在保,马*,4107****0608,P2023****6
P202302330,赵霞,女,65,410104195902196544,城镇职工,安阳市,2021-05-01,在保,赵*,4101****6544,P2023****0
P202301223,邓桂英,女,61,410202196310211712,城乡居民,安阳市,2022-12-07,在保,邓**,4102****1712,P2023****3
P202301114,郭玲,女,58,410702196609233536,城镇职工,洛阳市,2022-06-06,在保,郭*,4107****3536,P2023****4
P202303423,孙敏,女,57,410103196711123968,城镇职工,鹤壁市,2021-04-26,在保,孙*,4101****3968,P2023****3
P202303492,张美琳,女,46,410202197804041856,城镇职工,安阳市,2023-08-31,停保,张**,4102****1856,P2023****2
P202304426,黄秀兰,女,29,410502199510153152,城镇职工,南阳市,2023-01-01,在保,黄**,4105****3152,P2023****6
P202304720,罗涛,男,52,410402197207176704,城镇职工,开封市,2023-03-28,在保,罗*,4104****6704,P2023****0
P202300434,叶子轩,男,62,410103196206171072,城乡,平顶山市,2023-11-05,在保,叶**,4101****1072,P2023****4
P202302108,沈雨彤,女,61,410104196309232000,城乡居民,许昌市,2023-01-30,在保,沈**,4101****2000,P2023****8
P202303866,邓斌,男,36,410202198812015424,城乡居民,焦作市,2023-04-01,在保,邓*,4102****5424,P2023****6
P202302894,薛文博,男,53,410105197109166592,城乡居民,鹤壁市,2022-01-01,退保,薛**,4101****6592,P2023****4
P202302134,谢晓红,女,60,410102196404026944,城职,许昌市,2022-03-10,在保,谢**,4101****6944,P2023****4
P202304006,李诗涵,女,60,410202196404126464,城镇职工,商丘市,2024-02-29,在保,李**,4102****6464,P2023****6
P202303228,吴强,男,72,410202195206220224,城乡居民,洛阳市,2022-07-26,在保,吴*,4102****0224,P2023****8
P202302174,阎俊杰,男,52,410105197203224064,城乡,许昌市,2024-03-04,在保,阎**,4101****4064,P2023****4
P202303564,董霞,女,71,410102195307101248,城乡居民,漯河市,2024-05-07,退保,董*,4101****1248,P2023****4
P202304756,程宇航,男,55,410702196906269824,城乡居民,驻马店市,2023-01-24,停保,程**,4107****9824,P2023****6
P202301103,黄强,男,87,410702193705080704,灵活就业,洛阳市,2021-07-18,在保,黄*,4107****0704,P2023****3
P202302310,薛文彬,男,65,410402195912067776,城镇职工,开封市,2023-01-12,停保,薛**,4104****7776,P2023****0
P202301505,黄嘉伟,男,46,410102197808060160,城乡居民,洛阳市,2024-01-24,在保,黄**,4101****0160,P2023****5
P202303149,黄永强,男,48,410102197602273344,城乡居民,洛阳市,2022-04-30,在保,黄**,4101****3344,P2023****9
P202303917,冯斌,男,48,410106197601042688,城镇职工,洛阳市,2022-02-05,在保,冯*,4101****2688,P2023****7
P202300157,马磊,男,83,410106194108171520,城乡居民,洛阳市,2021-03-30,在保,马*,4101****1520,P2023****7
P202303040,吕静,女,46,410103197801289088,城乡居民,南阳市,2022-04-30,在保,吕*,4101****9088,P2023****0
P202304195,周伟,男,7,410103201701260288,城镇职工,许昌市,2021-06-07,在保,周*,4101****0288,P2023****5
P202300616,曹秀英,女,52,410103197205091328,城镇职工,安阳市,2021-07-17,停保,曹**,4101****1328,P2023****6
P202300644,叶强,男,22,410202200202042816,城乡居民,平顶山市,2022-04-30,在保,叶*,4102****2816,P2023****4
P202304896,刘文彬,男,49,410105197504123712,城镇职工,驻马店市,2021-12-14,在保,刘**,4101****3712,P2023****6
P202304279,曹强,男,48,410105197604120640,城乡居民,鹤壁市,2023-08-09,在保,曹*,4101****0640,P2023****9
P202301069,罗涛,男,41,410105198312258240,城乡居民,平顶山市,2021-06-17,在保,罗*,4101****8240,P2023****9
P202303351,王文博,男,40,410702198407211392,城镇职工,信阳市,2024-05-07,在保,王**,4107****1392,P2023****1
P202302698,曾海涛,男,26,410502199803101632,城乡居民,南阳市,2023-09-12,在保,曾**,4105****1632,P2023****8
P202304284,冯雪,女,30,410103195704012352,灵活就业,安阳市,2022-02-16,在保,冯*,4101****2352,P2023****4
P202301567,何磊,男,51,410106197308052992,城乡居民,鹤壁市,2022-06-11,在保,何*,4101****2992,P2023****7
P202300331,郭波,男,49,410105197511265408,城镇职工,商丘市,2023-01-18,在保,郭*,4101****5408,P2023****1
P202301676,贾海涛,男,44,410104198010150720,城镇职工,许昌市,2023-07-22,在保,贾**,4101****0720,P2023****6
P202302699,阎雨彤,女,61,410502196301036992,城乡居民,驻马店市,2021-07-02,停保,阎**,4105****6992,P2023****9
P202303682,贾永强,男,42,410702198212285056,城乡居民,安阳市,2022-08-04,在保,贾**,4107****5056,P2023****2
P202300623,吕晓红,女,83,410106194106092736,城乡居民,安阳市,2023-09-02,在保,吕**,4101****2736,P2023****3
P202301655,胡丽,女,56,410106196812254336,城镇职工,许昌市,2021-07-10,在保,胡*,4101****4336,P2023****5
P202302370,傅嘉伟,男,72,410104195207149120,城镇职工,漯河市,2023-03-22,在保,傅**,4101****9120,P2023****0
P202303726,邓斌,男,60,410106196403141312,城镇职工,安阳市,2022-10-16,在保,邓*,4101****1312,P2023****6
P202302961,蒋辉,男,35,410402198903063616,城乡居民,信阳市,2022-10-21,在保,蒋*,4104****3616,P2023****1
P202302243,王慧,女,85,410302193906089792,城乡居民,安阳市,2022-02-20,在保,王*,4103****9792,P2023****3
P202301618,阎萍,女,36,410402198810075456,城乡居民,安阳市,2024-05-15,在保,阎*,4104****5456,P2023****8
P202302764,高美琳,女,38,410402198610097920,城镇职工,鹤壁市,2021-04-03,在保,高**,4104****7920,P2023****4
P202300756,黄桂英,女,95,410104192908289984,城镇职工,许昌市,2022-01-08,停保,黄**,4101****9984,P2023****6
P202300519,吕文博,男,51,410702197304117376,城镇职工,商丘市,2023-01-08,在保,吕**,4107****7376,P2023****9
P202304160,于凤英,女,51,410106197303171200,城乡居民,许昌市,2023-11-04,在保,于**,4101****1200,P2023****0
P202300033,彭艳,女,49,410105197511218752,城乡居民,驻马店市,2022-09-27,在保,彭*,4101****8752,P2023****3
P202303690,蒋莉,女,47,410302197704263552,城乡居民,南阳市,2022-10-30,在保,蒋*,4103****3552,P2023****0
P202301158,高凤英,女,90,410202193409108864,城乡居民,驻马店市,2021-07-01,在保,高**,4102****8864,P2023****8
P202300745,何杰,男,59,410202196505070848,城乡居民,焦作市,2021-01-07,在保,何*,4102****0848,P2023****5
P202302037,魏永强,男,57,410106196702075840,城镇职工,平顶山市,2024-01-07,在保,魏**,4101****5840,P2023****7
P202302448,唐强,男,45,410502197907021376,城镇职工,焦作市,2022-10-06,停保,唐*,4105****1376,P2023****8
P202301698,朱浩然,男,37,410105198709096000,城乡居民,漯河市,2023-01-01,在保,朱**,4101****6000,P2023****8
P202302643,宋娟,女,34,410302199010043328,灵活就业,焦作市,2021-10-07,在保,宋*,4103****3328,P2023****3
P202300784,董雨彤,女,60,410104196405241984,城镇职工,焦作市,2022-06-16,在保,董**,4101****1984,P2023****4
P202301836,苏莉,女,56,410103196802024576,城镇职工,信阳市,2023-09-27,在保,苏*,4101****4576,P2023****6
P202302555,郭诗涵,女,34,410106199005016320,城镇职工,新乡市,2021-05-17,在保,郭**,4101****6320,P2023****5
P202300230,苏永强,男,62,410402196201129664,城镇职工,平顶山市,2022-12-10,在保,苏**,4104****9664,P2023****0
P202300858,李杰,男,58,410103196601276928,城乡居民,南阳市,2023-09-03,在保,李*,4101****6928,P2023****8
P202302888,薛超,男,74,410202195007116160,城乡居民,焦作市,2020-02-04,在保,薛*,4102****6160,P2023****8
P202302407,谢嘉伟,男,26,410102199805042496,城乡居民,驻马店市,2020-12-19,在保,谢**,4101****2496,P2023****7
P202300409,黄嘉伟,男,52,410105197208278016,灵活就业,许昌市,2021-11-23,在保,黄**,4101****8016,P2023****9
P202300171,罗凤英,女,33,410302199103234560,城乡居民,信阳市,2020-03-27,在保,罗**,4103****4560,P2023****1
P202300541,胡桂英,女,65,410102195905063616,城镇职工,鹤壁市,2022-06-24,在保,胡**,4101****3616,P2023****1
P202303382,周秀兰,女,71,410202195311090944,城乡居民,驻马店市,2020-11-24,在保,周**,4102****0944,P2023****2
P202302349,王芳,女,62,410105196208062016,城乡居民,南阳市,2020-07-03,在保,王*,4101****2016,P2023****9
P202304564,曹美琳,女,53,410106197102034240,城乡居民,开封市,2022-11-07,在保,曹**,4101****4240,P2023****4
P202300614,冯玉兰,女,29,410106199505060352,灵活就业,许昌市,2021-09-14,在保,冯**,4101****0352,P2023****4
P202304271,梁婷,女,47,410105197706165184,城镇职工,平顶山市,2022-01-06,在保,梁*,4101****5184,P2023****1
P202302858,邓辉,男,45,410402197902114048,城乡居民,鹤壁市,2022-01-04,在保,邓*,4104****4048,P2023****8
P202304670,叶芳,女,50,410105197403168768,城镇职工,驻马店市,2023-01-20,在保,叶*,4101****8768,P2023****0
P202301162,曹芳,女,91,410302193308022272,灵活就业,南阳市,2021-01-12,在保,曹*,4103****2272,P2023****2
P202302102,罗玲,女,33,410102199101264000,城乡居民,周口市,2022-10-26,停保,罗*,4101****4000,P2023****2
P202302410,罗子轩,男,29,410105199501282944,城乡居民,洛阳市,2021-03-21,在保,罗**,4101****2944,P2023****0
P202302487,罗丽,女,43,410104198106137344,城乡居民,许昌市,2022-10-29,在保,罗*,4101****7344,P2023****7
P202301670,董丽,女,59,410702196509225792,城乡居民,信阳市,2022-05-20,在保,董*,4107****5792,P2023****0
P202304843,苏莉,女,62,410106196208200832,城乡居民,鹤壁市,2023-04-09,在保,苏*,4101****0832,P2023****3
P202303318,马嘉伟,男,32,410702199205031424,城乡居民,漯河市,2020-11-11,在保,马**,4107****1424,P2023****8
P202300565,杨婷,女,71,410502195310063872,城乡居民,南阳市,2020-03-30,在保,杨*,4105****3872,P2023****5
